PMID,Journal/Book,Publication_Year,DOI,Type,Subtype,Route,Sub-route,Size_Group,Charge_Group,Shape,Coating,Coating_Number,Loading,Loading_Number,Dose_(mg/kg),Dose_Group,IC50 ,Delivery_Efficiency_(%ID/g),Delivery_Efficiency,Distribution Half-life_(h),Tumor_model,Cancer_type,No._Days_dosing,No._Days_dosing_grouped,Tumor_Vol_Reduction_(%),Off_target_1_accumulation_(%),Off_target_2_accumulation_(%),Off_target_3_accumulation_(%),Off_target_1_accumulation,Off_target_2_accumulation,Off_target_3_accumulation,Combined_Therapy1,Combined_Therapy2,Combined_Therapy3,Combined_Therapy_Grouped,Study strategy,Imaging_1,Imaging_2,Imaging_3,Imaging_4
25924183,Nanoscale,2015,10.1039/c4nr05742b,Inorganic,Gold,Local,Other,NA,NA,Spherical,Polymer-Proteins,>1,siRNA,1,400,4,NA,NA,NA,NA,Xenograft orthotopic,Lung,1,Single,80,NA,NA,NA,NA,NA,NA,Gene therapy,None,None,Single,Therapy,CT,Fluorescence,Luminescence,None
25933697,Nanomedicine,2015,10.1016/j.nano.2015.04.002,Inorganic,Gold,Systemic,IV,2,NA,Rod,Vitamins,>1,None,None,NA,NA,NA,17.1,Yes,NA,Xenograft heterotopic,Cervix,1,Single,94.13119,183.5,167.6,26.3,Liver,Spleen,Lung,Photoacoustic therapy,None,None,Single,Therapy,Photoacoustic,None,None,None
25934288,Biomaterials,2015,10.1016/j.biomaterials.2015.03.048,Inorganic,Gold,Local,Intratumoral,2,NA,Other,Polymer-peptide,>1,None,None,2,1,NA,NA,NA,NA,Xenograft heterotopic,Pancreas,1,Single,84.22424,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Therapy,Fluorescence,None,None,None
25941780,Biomaterials,2015,10.1016/j.biomaterials.2015.04.034,Inorganic,Silica,Systemic,IV,3,Positive,Spherical,Polymer,>1,Drugs,1,1,1,NA,NA,NA,NA,Xenograft heterotopic,Colon,NA,NA,88.94786138,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None
25946668,Adv Mater,2015,10.1002/adma.201501420,Inorganic,Gold,Local,Intratumoral,1,NA,Spherical,Polymer,>1,Drugs,1,4,1,NA,NA,NA,NA,Xenograft heterotopic,Breast,1,Single,99.83687,12.9,11.5,9.5,Spleen,Liver,Kidney,Photothermal therapy,Chemotherapy,None,Multiple,Theragnostic,CT,Photoacoustic,None,None
25966745,ACS Appl Mater Interfaces,2015,10.1021/acsami.5b01787,Inorganic,Silica,Systemic,IV,2,Negative,Spherical,Nucleic acid,>1,Drugs,1,1,1,NA,NA,NA,NA,Xenograft heterotopic,Other,10,Multiple,99.47368421,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None
25970038,ACS Nano,2015,10.1021/acsnano.5b00406,Inorganic,Gold,Systemic,IV,1,Negative,Spherical,Other,>1,None,None,20,3,NA,NA,NA,NA,Allograft heterotopic,Brain,1,Single,NA,47.8,20.7,4.3,Liver,Kidney,Lung,Photodynamic therapy,None,None,Single,Therapy,Fluorescence,None,None,None
25975831,J Control Release,2015,10.1016/j.jconrel.2015.05.265,Inorganic,Gold,Systemic,IV,3,Negative,Spherical,Polymer,>1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Liver,1,Single,52.10128,NA,NA,NA,NA,NA,NA,Ultrasound,None,None,Single,Therapy,None,None,None,None
25985153,Biomaterials,2015,10.1016/j.biomaterials.2015.04.053,Inorganic,Hybrid,Systemic,IV,2,NA,Other,Polymer,>1,Drugs,>1,NA,NA,NA,8.78,Yes,2,Allograft heterotopic,Breast,1,Single,93.5483871,446.3553531,304.1002278,70.50113895,Spleen,Liver,Lung,Photothermal therapy,Chemotherapy,None,Multiple,Theragnostic,MRI,Fluorescence,CT,None
25988725,Biomaterials,2015,10.1016/j.biomaterials.2015.05.006,Inorganic,Gold,Systemic,IV,3,Neutral,Spherical,Polymer-Drugs,>1,None,None,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Breast,6,Multiple,70.34124,78.4,67.1,35.6,Liver,Kidney,Lung,Chemotherapy,None,None,Single,Therapy,None,None,None,None
25988726,Biomaterials,2015,10.1016/j.biomaterials.2015.05.003,Inorganic,Silica,Systemic,IV,NA,NA,Spherical,Other,>1,Drugs,1,5,1,NA,NA,NA,NA,Allograft heterotopic,Liver,4,Multiple,86.59574468,24.8,18.7,4.4,Spleen,Liver,Lung,Chemotherapy,None,None,Single,Theragnostic,MRI,None,None,None
26010660,ACS Appl Mater Interfaces,2015,10.1021/acsami.5b01991,Inorganic,Hybrid,Systemic,IV,2,Negative,Spherical,Polymer,>1,None,None,NA,NA,NA,1,Yes,NA,Xenograft orthotopic,Breast,1,Single,NA,1808.5,513.2,117.9,Liver,Spleen,Kidney,Photothermal therapy,None,None,Single,Theragnostic,MRI,None,None,None
26022791,Biomaterials,2015,10.1016/j.biomaterials.2015.05.010,Inorganic,Iron_oxide,Systemic,IV,4,NA,Spherical,None,None,Drugs-NPs,>1,10,2,NA,NA,NA,NA,Allograft orthotopic,Liver,1,Single,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,MRI,None,None,None
26031508,ACS Appl Mater Interfaces,2015,10.1021/acsami.5b03230,Inorganic,Iron_oxide,Local,Intratumoral,4,NA,Spherical,None,None,Nanoparticle,>1,200,4,NA,NA,NA,NA,Allograft heterotopic,Liver,1,Single,100,NA,NA,NA,NA,NA,NA,Other,None,None,Single,Theragnostic,MRI,None,None,None
26035730,ACS Nano,2015,10.1021/nn5068094,Inorganic,Iron_oxide,Systemic,IV,4,Positive,Spherical,None,None,Other,>1,4,1,NA,NA,NA,NA,Xenograft orthotopic,Liver,1,Single,NA,692.2682813,215.3702841,38.47228691,Spleen,Lung,Kidney,None,None,None,None,Diagnostic,MRI,Ultrasound,None,None
26039633,ACS Nano,2015,10.1021/acsnano.5b01939,Inorganic,Gold,Systemic,IV,2,NA,Spherical,None,None,Other,1,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Skin,1,Single,53.51589,NA,NA,NA,NA,NA,NA,Other,None,None,Single,Theragnostic,CT,Fluorescence,None,None
26062012,Nanoscale,2015,10.1039/c5nr01382h,Inorganic,Iron_oxide,Systemic,Other,3,NA,Spherical,Polymer-Drugs,>1,None,None,NA,NA,Yes,NA,NA,NA,Allograft orthotopic,Liver,1,Single,83.37824596,NA,NA,NA,NA,NA,NA,Magnetic Hyperthermia,Chemotherapy,None,Multiple,Therapy,None,None,None,None
26065316,ACS Appl Mater Interfaces,2015,10.1021/acsami.5b02077,Inorganic,Iron_oxide,Local,Intratumoral,NA,NA,Other,None,None,Other,>1,24,3,NA,NA,NA,NA,Xenograft heterotopic,Breast,1,Single,100,NA,NA,NA,NA,NA,NA,Magnetic Hyperthermia,None,None,Single,Therapy,None,None,None,None
26093791,Biomaterials,2015,10.1016/j.biomaterials.2015.06.012,Inorganic,Gold,Local,Intratumoral,2,Positive,Spherical,Other,1,None,None,10,2,NA,NA,NA,NA,Xenograft heterotopic,Cervix,1,Single,97.72078,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Therapy,Luminescence,None,None,None
26093792,Biomaterials,2015,10.1016/j.biomaterials.2015.05.016,Inorganic,Silica,Systemic,IV,3,NA,Spherical,Polymer-Drugs,>1,Other,1,5,1,NA,NA,NA,NA,Allograft heterotopic,Liver,7,Multiple,79.00355872,NA,NA,NA,NA,NA,NA,Photothermal therapy,Photodynamic therapy,Chemotherapy,Multiple,Theragnostic,CT,Luminescence,None,None
26097445,Adv Funct Mater,2015,10.1002/adfm.201404629,Inorganic,Silica,Systemic,IV,3,Positive,Spherical,Polymer-nucleic acid,>1,Nucleic acids,1,62.5,4,NA,NA,NA,NA,Xenograft orthotopic,Breast,5,Multiple,55.98705502,NA,NA,NA,NA,NA,NA,Gene Therapy,None,None,Single,Therapy,None,None,None,None
26115637,Nanomedicine,2015,10.1016/j.nano.2015.05.011,Inorganic,Silica,Systemic,IV,3,Positive,Spherical,Polymer,1,Nucleic acids,1,24,3,NA,NA,NA,NA,Xenograft orthotopic,Breast,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gene Therapy,None,None,Single,Therapy,None,None,None,None
26140326,Nanoscale,2015,10.1039/c5nr02402a,Inorganic,Iron_oxide,Systemic,IV,NA,NA,Spherical,Other,>1,Drugs,1,18.29,3,NA,NA,NA,NA,Xenograft heterotopic,Lung,5,Multiple,65.78947368,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,MRI,None,None,None
26151502,ACS Appl Mater Interfaces,2015,10.1021/acsami.5b03201,Inorganic,Iron_oxide,Local,Intratumoral,4,Negative,Spherical,Polymer,1,None,None,2.5,1,NA,NA,NA,NA,Xenograft heterotopic,Lung,1,Single,100,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Therapy,None,None,None,None
26204589,ACS Appl Mater Interfaces,2015,10.1021/acsami.5b04548,Inorganic,Gold,Systemic,IV,2,NA,Other,Polymer,>1,Other,1,0.16,1,NA,NA,NA,NA,Xenograft heterotopic,Breast,1,Single,96.93487,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Theragnostic,Other,None,None,None
26220401,Nanoscale,2015,10.1039/c5nr03085d,Inorganic,Silica,Local,Intratumoral,2,NA,Spherical,Drugs,>1,None,None,4,1,NA,NA,NA,NA,Allograft heterotopic,Liver,7,Multiple,91.65964617,NA,NA,NA,NA,NA,NA,Photothermal therapy,Chemotherapy,None,Multiple,Theragnostic,CT,MRI,Luminescence,None
26225796,ACS Appl Mater Interfaces,2015,10.1021/acsami.5b05618,Inorganic,Silica,Systemic,IV,2,Neutral,Spherical,Peptide,1,Drugs,1,100,4,NA,NA,NA,NA,Allograft orthotopic,Breast,6,Multiple,72.05588822,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None
26228648,Angew Chem Int Ed Engl,2015,10.1002/anie.201504536,Inorganic,Silica,Local,Intratumoral,3,NA,Spherical,Polymer,>1,None,None,100,4,NA,NA,NA,NA,Allograft heterotopic,Breast,1,Single,75.62724014,NA,NA,NA,NA,NA,NA,Other,None,None,Single,Theragnostic,Luminescence,None,None,None
26238078,Nanomedicine,2015,10.1016/j.nano.2015.07.007,Inorganic,Iron_oxide,Systemic,IV,2,Neutral,Spherical,Antibody,1,None,None,NA,NA,NA,2.5,Yes,NA,Xenograft heterotopic,Other,1,Single,NA,408.9285714,189.2857143,176.7857143,Kidney,Liver,Spleen,None,None,None,None,Diagnostic,Photoacoustic,None,None,None
26245739,ACS Appl Mater Interfaces,2015,10.1021/acsami.5b04999,Inorganic,Hybrid,Systemic,IV,4,Positive,Spherical,Polymer,>1,Other,1,3,1,NA,NA,NA,NA,Allograft heterotopic,Cervix,NA,NA,NA,22.2,12.3,4.3,Liver,Spleen,Kidney,None,None,None,None,Diagnostic,MRI,CT,Ultrasound,None
26260703,Nanoscale,2015,10.1039/c5nr04003e,Inorganic,Iron_oxide,Systemic,IV,4,Negative,Spherical,Polymer,>1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Brain,1,Single,NA,764.4312708,577.6028159,251.2967766,Liver,Spleen,Lung,None,None,None,None,Diagnostic,MRI,None,None,None
26264644,Biomaterials,2015,10.1016/j.biomaterials.2015.07.058,Inorganic,Gold,Systemic,IV,2,Positive,Spherical,Polymer-peptide,>1,Other,1,5,1,Yes,NA,NA,NA,Xenograft heterotopic,Ovary,1,Single,100,145.3,138.3,118.4,Lung,Liver,Spleen,Photothermal therapy,None,None,Single,Therapy,Fluorescence,None,None,None
26271820,ACS Appl Mater Interfaces,2015,10.1021/acsami.5b06206,Inorganic,Gold,Systemic,IV,2,Negative,Rod,Nucleic acid,>1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Cervix,1,Single,94.1549,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Theragnostic,Fluorescence,None,None,None
26284300,Nat Commun,2015,10.1038/ncomms9009,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,None,None,None,None,NA,NA,NA,NA,NA,NA,Xenograft orthotopic,Prostate,1,Single,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,MRI,None,None,None
26295434,Biomaterials,2015,10.1016/j.biomaterials.2015.08.022,Inorganic,Iron_oxide,Systemic,IV,3,NA,Spherical,Vitamins,>1,Nanoparticle,1,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Breast,1,Single,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,None,None,None
26306782,Angew Chem Int Ed Engl,2015,10.1002/anie.201506115,Inorganic,Gold,Systemic,IV,2,NA,Spherical,Polymer,>1,None,None,NA,NA,NA,7.66,Yes,NA,Allograft heterotopic,Breast,1,Single,92.77136,321.7,92.4,33.8,Liver,Spleen,Lung,Photothermal therapy,None,None,Single,Therapy,Fluorescence,None,None,None
26313344,Nanoscale,2015,10.1039/c5nr03119b,Inorganic,Gold,Systemic,IV,2,Negative,Spherical,Polymer-mAb,>1,None,None,300,4,NA,5,Yes,NA,Xenograft heterotopic,Other,1,Single,NA,88.5,84.6,80.8,Liver,Kidney,Spleen,Other,None,None,Single,Theragnostic,CT,None,None,None
26315815,J Control Release,2015,10.1016/j.jconrel.2015.08.037,Inorganic,Gold,Local,Intratumoral,NA,NA,Other,Drugs,>1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Lung,1,Single,88.03191,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,Other,Other,Fluorescence,None
26366746,Small,2015,10.1002/smll.201501491,Inorganic,Iron_oxide,Local,Intratumoral,2,Negative,Spherical,Polymer,>1,None,None,12.5,3,NA,NA,NA,NA,Allograft heterotopic,Breast,1,Single,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,Other,None,None
26393884,Nanomedicine,2016,10.1016/j.nano.2015.08.008,Inorganic,Iron_oxide,Systemic,IV,NA,NA,Other,Vitamins,>1,None,None,1,1,NA,0.83,Yes,NA,Allograft heterotopic,Brain,1,Single,NA,NA,NA,NA,Liver,Spleen,Lung,None,None,None,None,Diagnostic,MRI,Other,None,None
26403308,ACS Appl Mater Interfaces,2015,10.1021/acsami.5b04315,Inorganic,Silica,Systemic,IV,3,Neutral,Other,Other,1,Drugs,>1,20,3,Yes,NA,NA,NA,Xenograft heterotopic,Cervix,6,Multiple,91.01123596,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None
26404897,Angew Chem Int Ed Engl,2016,10.1002/anie.201506179,Inorganic,Silica,Systemic,Other,3,Negative,Spherical,None,None,Other,1,50,3,NA,NA,NA,NA,Allograft heterotopic,Lung,3,Multiple,99.09090909,NA,NA,NA,NA,NA,NA,Immunotherapy ,None,None,Single,Therapy,None,None,None,None
26454052,Biomaterials,2016,10.1016/j.biomaterials.2015.09.038,Inorganic,Gold,Local,Intratumoral,2,Negative,Rod,Proteins,1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Liver,1,Single,95,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Theragnostic,Fluorescence,None,None,None
26468627,Nanoscale,2015,10.1039/c5nr06168g,Inorganic,Hybrid,Local,Intratumoral,2,NA,Spherical,Polymer,1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Prostate,1,Single,84.03361345,NA,NA,NA,NA,NA,NA,Photothermal therapy,Magnetic Hyperthermia,None,Multiple,Therapy,None,None,None,None
26471016,Nanoscale,2015,10.1039/c5nr05844a,Inorganic,Iron_oxide,Local,Intratumoral,2,NA,Spherical,Other,>1,None,None,40,3,NA,NA,NA,NA,Allograft heterotopic,Skin,1,Single,77.52451655,NA,NA,NA,NA,NA,NA,Magnetic Hyperthermia,Chemotherapy,None,Multiple,Therapy,None,None,None,None
26491996,Biomaterials,2016,10.1016/j.biomaterials.2015.09.030,Inorganic,Hybrid,Systemic,IV,3,NA,Spherical,Other,>1,Drugs,>1,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Liver,13,Multiple,94.30051813,NA,NA,NA,Liver,Spleen,Kidney,Chemotherapy,None,None,Single,Theragnostic,MRI,Fluorescence,None,None
26519651,Biomaterials,2016,10.1016/j.biomaterials.2015.10.053,Inorganic,Silica,Systemic,IV,3,Positive,Spherical,Polymer,>1,Drugs,1,37,3,NA,13.8,Yes,NA,Allograft heterotopic,Cervix,7,Multiple,89.05687545,9.4,6.6,0.25,Spleen,Liver,Lung,Chemotherapy ,Magnetic hyperthermia,None,Multiple,Theragnostic,MRI,None,None,None
26540558,Nanoscale,2015,10.1039/c5nr06192j,Inorganic,Hybrid,Local,Intratumoral,2,NA,Spherical,Polymer,>1,None,None,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Liver,7,Multiple,83.95550044,NA,NA,NA,NA,NA,NA,Photothermal therapy,Photodynamic therapy,None,Multiple,Theragnostic,MRI,None,None,None
26549201,ACS Nano,2015,10.1021/acsnano.5b05563,Inorganic,Gold,Local,Intratumoral,3,NA,Spherical,Polymer,1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Cervix,1,Single,98.12734,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Therapy,None,None,None,None
26554664,Nanoscale,2016,10.1039/c5nr06305a,Inorganic,Silica,Systemic,IV,2,NA,Spherical,Antibody,1,Drugs,>1,33,3,NA,NA,NA,NA,Xenograft heterotopic,Colon,9,Multiple,96,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None
26574662,Nanoscale,2015,10.1039/c5nr06501a,Inorganic,Hybrid,Systemic,IV,2,Positive,Rod,Polymer,>1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Breast,1,Single,99.99438202,NA,NA,NA,Liver,Spleen,Lung,Photothermal therapy,Photodynamic therapy,None,Multiple,Therapy,Fluorescence,None,None,None
26602632,ACS Nano,2016,10.1021/acsnano.5b04706,Inorganic,Iron_oxide,Systemic,IV,2,Negative,Spherical,Proteins-Drugs,>1,None,None,NA,NA,NA,30.64,Yes,NA,Xenograft heterotopic,Ovary,1,Single,100,131.7232376,53.65535248,27.74151436,Liver,Spleen,Lung,Photothermal therapy,Chemotherapy,None,Multiple,Theragnostic,MRI,None,None,None
26618618,Small,2016,10.1002/smll.201503121,Inorganic,Silica,Systemic,IV,3,NA,Spherical,Other,>1,Drugs,1,253,4,NA,NA,NA,NA,Xenograft heterotopic,Cervix,NA,NA,99.59183673,48.5,34.8,30.4,Bladder,Kidney,Liver,Chemotherapy,None,None,Single,Theragnostic,Fluorescence,None,None,None
26621191,Nat Commun,2015,10.1038/ncomms10081,Inorganic,Silica,Systemic,IV,2,Negative,Spherical,Other,1,Drugs,>1,4,1,NA,NA,NA,NA,Xenograft heterotopic,Prostate,1,Single,99.98091603,NA,NA,NA,Kidney ,Liver,Spleen,Photothermal therapy,Chemotherapy,None,Multiple,Theragnostic,Fluorescence,None,None,None
26635317,Adv Mater,2016,10.1002/adma.201505023,Inorganic,Gold,Systemic,IV,NA,NA,Rod,Nucleic acid-Drugs,>1,None,None,16,3,NA,17.68,Yes,NA,Xenograft heterotopic,Cervix,1,Single,99.41292,202.3,48.6,43.2,Liver,Lung,Kidney,Photodynamic therapy,Photothermal therapy,None,Multiple,Theragnostic,CT,Photoacoustic,MRI,Thermal imaging
26645884,ACS Appl Mater Interfaces,2015,10.1021/acsami.5b08422,Inorganic,Iron_oxide,Systemic,IV,2,NA,Other,Drugs,1,None,None,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Skin,1,Single,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,None,None,None
26656627,Nanomedicine,2016,10.1016/j.nano.2015.10.014,Inorganic,Iron_oxide,Local,Intratumoral,2,NA,Spherical,None,None,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Prostate,1,Single,NA,NA,NA,NA,NA,NA,NA,Magnetic Hyperthermia,None,None,Single,Diagnostic,Other,None,None,None
26678549,ACS Nano,2016,10.1021/acsnano.5b07253,Inorganic,Iron_oxide,Systemic,Other,2,Negative,Spherical,Proteins,>1,Nanoparticle,1,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Skin,2,Multiple,100,NA,NA,NA,NA,NA,NA,Immunotherapy,None,None,Single,Theragnostic,PET,None,None,None
26726809,Nanoscale,2016,10.1039/c5nr07552a,Inorganic,Gold,Systemic,IV,2,NA,Spherical,Polymer,>1,None,None,8,2,NA,NA,NA,NA,Xenograft heterotopic,Brain,1,Single,99.41138,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Theragnostic,Photoacoustic,None,None,None
26727423,ACS Nano,2016,10.1021/acsnano.5b07075,Inorganic,Silica,NA,NA,4,NA,Spherical,Antibody,1,Drugs,>1,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Other,1,Single,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,Luminescence,None,None,None
26731347,ACS Appl Mater Interfaces,2016,10.1021/acsami.5b09274,Inorganic,Gold,Systemic,IV,3,Negative,Spherical,Polymer-peptide,>1,None,None,NA,NA,NA,14.5,Yes,NA,Xenograft heterotopic,Lung,1,Single,91.25507,344,171.6,103.4,Spleen,Liver,Kidney,Radiotherapy,None,None,Single,Therapy,MRI,PET,None,None
26732130,Angew Chem Int Ed Engl,2016,10.1002/anie.201510409,Inorganic,Silica,Systemic,IV,3,NA,Spherical,Polymer,>1,Drugs,1,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Liver,NA,NA,96.02409639,NA,NA,NA,NA,NA,NA,Photothermal therapy,Chemotherapy,None,Multiple,Therapy,None,None,None,None
26754032,ACS Appl Mater Interfaces,2016,10.1021/acsami.5b10352,Inorganic,Iron_oxide,Systemic,IV,4,Negative,Spherical,None,None,None,None,50,3,NA,NA,NA,NA,Allograft heterotopic,Other,3,Multiple,90.10225247,26.89655172,23.44827586,20.68965517,Liver,Kidney,Lung,Photothermal therapy,None,None,Single,Theragnostic,MRI,CT,None,None
26757746,Nanoscale,2016,10.1039/c5nr07496g,Inorganic,Gold,Systemic,IV,2,Neutral,Spherical,Polymer-mAb,>1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Other,1,Single,NA,NA,NA,NA,NA,NA,NA,Radiotherapy,None,None,Single,Therapy,None,None,None,None
26763377,J Control Release,2016,10.1016/j.jconrel.2015.12.055,Inorganic,Silica,Systemic,IV,3,Negative,Spherical,Polymer-Drugs,1,Drugs,1,NA,NA,NA,NA,NA,NA,Allograft orthotopic,Pancreas,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,Single,Diagnostic,Other,None,None,None
26766814,ACS Nano,2016,10.1021/acsnano.5b07249,Inorganic,Iron_oxide,Local,Intratumoral,2,NA,Other,Other,1,None,None,35,3,NA,NA,NA,NA,Xenograft heterotopic,Skin,1,Single,88.35616438,NA,NA,NA,NA,NA,NA,Photothermal therapy,Magnetic Hyperthermia,None,Multiple,Therapy,None,None,None,None
26773665,Biomaterials,2016,10.1016/j.biomaterials.2016.01.008,Inorganic,Silica,Systemic,IV,3,Positive,Spherical,Polymer,>1,Drugs,1,23,3,NA,NA,NA,NA,Xenograft heterotopic,Liver,9,Multiple,86.1971831,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None
26807551,Small,2016,10.1002/smll.201503392,Inorganic,Silica,Local,Other,2,Positive,Spherical,Polymer,1,Other,1,NA,NA,NA,NA,NA,NA,Xenograft orthotopic,Breast,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,Fluorescence,None,None,None
26815933,ACS Nano,2016,10.1021/acsnano.5b07473,Inorganic,Gold,Systemic,IV,2,Negative,Spherical,Polymer,1,None,None,2.36,1,NA,NA,NA,NA,Xenograft heterotopic,Cervix,1,Single,93.47826,271,150,129,Spleen,Kidney,Liver,Radiotherapy,None,None,Single,Theragnostic,CT,None,None,None
26860283,J Control Release,2016,10.1016/j.jconrel.2016.02.010,Inorganic,Gold,Systemic,IV,3,NA,Rod,Proteins,>1,Other,>1,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Cervix,3,Multiple,94.38776,49.2,18.4,10,Liver,Spleen,Kidney,Photoacoustic therapy,Chemotherapy,None,Multiple,Theragnostic,Ultrasound,Photoacoustic,None,None
26878142,Nat Nanotechnol,2016,10.1038/nnano.2015.343,Inorganic,Gold,Systemic,IV,2,NA,Spherical,Antibody,1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Other,1,Single,100,63.8,53.3,4.1,Lung,Liver,Kidney,Other,Other,None,Multiple,Therapy,Photoacoustic,None,None,None
26890691,Nanoscale,2016,10.1039/c5nr07955a,Inorganic,Gold,Systemic,IV,2,Neutral,Spherical,Polymer,1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Cervix,1,Single,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,CT,None,None,None
26896610,Biomaterials,2016,10.1016/j.biomaterials.2016.01.068,Inorganic,Iron_oxide,Systemic,IV,2,Positive,Spherical,Polymer-nucleic acids,>1,Drugs-NPs,>1,NA,NA,NA,0.99,Yes,NA,Xenograft heterotopic,Colon,5,Multiple,85.89724423,7160.606061,1369.69697,1077.777778,Spleen,Liver,Lung,Chemotherapy,None,None,Single,Theragnostic,MRI,None,None,None
26897539,Biomaterials,2016,10.1016/j.biomaterials.2016.02.007,Inorganic,Gold,Systemic,IV,1,Negative,Spherical,Antibody,1,None,None,66.8,4,NA,NA,NA,NA,Xenograft heterotopic,Liver,8,Multiple,47.90763,NA,NA,NA,NA,NA,NA,Immunotherapy,None,None,Single,Theragnostic,Luminescence,None,None,None
26900670,Nanoscale,2016,10.1039/c5nr09120a,Inorganic,Gold,Systemic,IV,NA,Neutral,Other,Polymer-Drugs,>1,None,None,NA,NA,Yes,29,Yes,NA,Allograft heterotopic,Other,1,Single,100,153.3,151.3,32.8,Liver,Spleen,Lung,Photothermal therapy,Chemotherapy,None,Multiple,Therapy,None,None,None,None
26945977,J Control Release,2016,10.1016/j.jconrel.2016.03.001,Inorganic,Silica,Systemic,IV,3,Negative,Spherical,Other,1,Drugs,>1,2,1,NA,NA,NA,NA,Allograft heterotopic,Lung,5,Multiple,79.19342409,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None
26956400,Nanoscale,2016,10.1039/c5nr08253f,Inorganic,Gold,Local,Intratumoral,2,Negative,Spherical,Polymer,>1,Drugs,1,16,3,NA,NA,NA,NA,Allograft heterotopic,Liver,2,Multiple,97.23127,NA,NA,NA,NA,NA,NA,Photodynamic therapy,Photothermal therapy,Chemotherapy,Multiple,Therapy,None,None,None,None
26960989,Nanoscale,2016,10.1039/c5nr08878j,Inorganic,Silica,Systemic,IV,2,Negative,Spherical,Polymer-proteins,>1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Brain,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,Fluorescence,None,None
26995092,Nanomedicine,2016,10.1016/j.nano.2016.02.008,Inorganic,Iron_oxide,Systemic,IV,3,Neutral,Spherical,Polymer-nucleic acids,>1,None,None,2.5,1,NA,NA,NA,NA,Xenograft orthotopic,Pancreas,1,Single,NA,130.6360182,77.4808447,15.31177973,Spleen,Liver,Kidney,None,None,None,None,Diagnostic,MRI,None,None,None
