PMID,Journal/Book,Publication_Year,DOI,Type,Subtype,Route,Sub-route,Details sub-route,Size_(nm),Size details,Zeta_Potential_(mV),Shape,Coating,Coating details,Loading,Loading details,Core /NPs  or vesicles,Core (details),Dose_(mg/kg),Dose_other data,IC50 ,Delivery_Efficiency_(%ID/g),Distribution Half-life_(h),Elimination Half-life_(h),Tumor_model,Cancer_type,No._Days_dosing,Tumor_Vol_Reduction_(%),Off_target_1_accumulation_(%),Off_target_2_accumulation_(%),Off_target_3_accumulation_(%),Off_target_1_accumulation,Off_target_2_accumulation,Off_target_3_accumulation,Combined therapies ,Detail Combined strategy,Study strategy,Detail study strategy,Imaging,Treated tumor,Control tumor,Tumor_Reduction_(%),Muscle,Heart,Liver,Spleen,Lung,Brain,Kidney,Bladder,Skin,Colon,Tumor,Ratio - Muscle,Ratio - Heart,Ratio - Liver,Ratio - Spleen,Ratio - Lung,Ratio - Brain,Ratio - Kidney,Ratio - Bladder,Ratio - Skin,Ratio - Colon
22324543,ACS Nano,2012,10.1021/nn205070h,Inorganic,Iron_oxide,Systemic,IV,,40,,-0.4,Spherical,Polymer,Chitosan-g-PEG + ab +Alexa Fluor 647 + PEG-Maleimide,None,,Iron oxide,,5.22,,No info,No info,No info,No info,Allograft orthotopic,Breast,1,#DIV/0!,,,,Liver,Lung,Kidney,,,Diagnostic,,MR imaging,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
25921793,Nanoscale,2015,10.1039/c5nr01744k,Inorganic,Iron_oxide,Local,Intratumoral,,165.1,,No info,Spherical,Polymer-Drugs,IO + PCM + DOX,None,,Polymer,Polystyrene (hollow at 37ºC) - Core shell NPs,21,,No info,No info,No info,No info,Xenograft heterotopic,Liver,1,100,,,,,,,Magnetic Field + Chemotherapy,AMF - Hyperthermia,Theragnostics,,MR imaging,0,7,100,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
18676207,Nanomedicine,2008,10.1016/j.nano.2008.05.004,Inorganic,Iron_oxide,Systemic,IV,,157.4,,29.4,Spherical,Antibody,TfRscFv-Lip,Polymers,APTS-coatedSPION,Other,nanoimmunoliposome,,"19,4 mg SPIO/Kg",No info,No info,No info,No info,Xenograft heterotopic,Pancreas,1,#DIV/0!,,,,,,,,,Diagnostic,,Fluorescence,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
22463104,ACS Nano,2012,10.1021/nn300365m,Inorganic,Iron_oxide,Systemic,IV,,50,,No info,Spherical,Antibody,Ab,Other,OA coated SPION,Polymer,amphiphilic diblock copolymers - micelles,,10 mg Fe/kG,No info,No info,No info,No info,Xenograft heterotopic,Skin,1,#DIV/0!,,,,,,,,,Diagnostic,,MR imaging,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
24754735,ACS Nano,2014,10.1021/nn4062726,Inorganic,Iron_oxide,Systemic,IV,MSCs - encapsulated IO,212.3,,No info,Spherical,Polymer,hyaluronic acid - cholanic acid,None,,Iron oxide,Zinc-doped iron oxide,,108 Μm - 1 x 10^6 MSCs,No info,No info,No info,No info,Xenograft orthotopic,Brain,1,#DIV/0!,,,,,,,,,Theragnostics,,MR imaging,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
24746227,Biomaterials,2014,10.1016/j.biomaterials.2014.03.071,Inorganic,Iron_oxide,Systemic,IV,,163,,-27.3,Spherical,Vitamins,PEG +FA + IO,None,,Other,C60 - Carbon,10,,No info,No info,No info,No info,Allograft heterotopic,Other,7,81.50289017,,,,,,,Magnetic field + Radiofrequency + Laser irradiation,0.3 T magnet  532 nm laser ,Theragnostics,,MR imaging,0.96,5.19,81.50289017,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
19508879,J Control Release,2009,10.1016/j.jconrel.2009.05.035,Inorganic,Iron_oxide,Systemic,IV,,No info,,No info,Spherical,Peptide,CREKA,None,,Iron oxide,,,1-4 mg Fe/kg,No info,No info,No info,No info,Allograft heterotopic,Skin,1,#DIV/0!,,,,,,,,,Other,Design NPs,None,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
24034498,Biomaterials,2013,10.1016/j.biomaterials.2013.08.049,Inorganic,Iron_oxide,Systemic,IV,,187,,-33,Spherical,Polymer,HMME + Fullerene + IONP + PEG,None,,Other,C60 - Carbon,9,,No info,No info,No info,No info,Allograft heterotopic,Skin,1,85.0877193,626.3157895,463.1578947,,Spleen,Liver,,Photodynamic (Photosensitizers) + Magnetic field,Magnetic targeting,Theragnostics,,MR imaging,1.7,11.4,85.0877193,,,0.88,1.19,,,,,,,0.19,0,0,463.1578947,626.3157895,0,0,0,0,0,0
25695371,ACS Nano,2015,10.1021/nn506949t,Inorganic,Iron_oxide,Local,Intratumoral,,150,,No info,Spherical,None,,Drugs,Photosensitizer + IONP,Other,Lipid bilayer,,"2.8 mg of Fe, and 150 μM for m-THPC",No info,No info,No info,No info,Xenograft heterotopic,Skin,1,100,,,,,,,Photodynamic (Photosensitizers) + Magnetic field,Magnet - Hyperthermia,Theragnostics,,MR imaging,0,400,100,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
23933522,J Control Release,2013,10.1016/j.jconrel.2013.07.029,Inorganic,Iron_oxide,Systemic,IV,,195,,-39.8,Spherical,Polymer,Polymer + SPION,Drugs,Carmustine,Other,Gas core - Microbubbles (Perfluoropentane),,10 uL NPs,No info,No info,No info,No info,Allograft heterotopic,Brain,1,87.24686276,93.30702096,78.34232031,5.508922119,Spleen,Liver,Lung,Ultrasound +Magnetic field,Magnetic targeting,Theragnostics,,MRI + Ultrasound imaging,76.83,602.44,87.24686276,,,140.93,167.85,9.91,,,,,,179.89,0,0,78.34232031,93.30702096,5.508922119,0,0,0,0,0
17892287,J Am Chem Soc,2007,10.1021/ja072210i,Inorganic,Iron_oxide,Systemic,IV,,31.9,,-25.13,Spherical,Polymer,poly(TMSMA-r-PEGMA-r-NAS) + c5.5Y,None,,Iron oxide,,,"14,7 mg Fe/Kg",No info,No info,No info,No info,Allograft heterotopic,Lung,1,#DIV/0!,,,,Lung,Liver,Kidney,,,Diagnostic,,MRI + Fluorescence,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
22617321,Biomaterials,2012,10.1016/j.biomaterials.2012.04.062,Inorganic,Iron_oxide,Systemic,Other,Percutaneous,885,,No info,Spherical,None,,None,,Other,IO/PLGA microcapsules,,"0,5 mL",No info,No info,No info,No info,Allograft orthotopic,Liver,1,#DIV/0!,,,,,,,Ultrasound,high intensity focused ultrasound,Theragnostics,,MRI + Ultrasound imaging,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
23562635,J Control Release,2013,10.1016/j.jconrel.2013.03.029,Inorganic,Iron_oxide,Systemic,IV,,221,,-20,Spherical,Vitamins,Chitosan + PEG + FA,Drugs,citric acid-coated IO + DOX,Other,Polymersome (lipid-containing copolymer),,10 mg DOX/Kg,"0,62 uM",No info,No info,No info,Allograft heterotopic,Prostate,1,#DIV/0!,,,,,,,Magnetic Field + Chemotherapy,high frequency magnetic field,Theragnostics,,MR imaging,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
26022791,Biomaterials,2015,10.1016/j.biomaterials.2015.05.010,Inorganic,Iron_oxide,Systemic,IV,,13000,,No info,Spherical,None,,Drugs,IO + Sorafenib,Polymer,poly(lactideco-glycolide) microspheres,10,50 mg NPs Per New Zealand White rabbits,No info,No info,No info,No info,Allograft orthotopic,Liver,1,#DIV/0!,,,,,,,Chemotherapy,,Theragnostics,,MR imaging,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
20398933,Biomaterials,2010,10.1016/j.biomaterials.2010.03.036,Inorganic,Iron_oxide,Systemic,IV,,23.7,,-8,Spherical,Polymer-peptides,amphiphilic diblock copolymer (polysiloxane) + RGD,None,,Iron oxide,,,10 mg Fe/Kg,No info,No info,No info,No info,No tumor model - Healthy animals,,1,#DIV/0!,,,,Liver,Spleen,Kidney,,,Theragnostics,No in vivo validation,MR imaging,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21370886,ACS Appl Mater Interfaces,2011,10.1021/am101196v,Inorganic,Iron_oxide,Systemic,IV,,310,,-19.17,Spherical,Antibody,Herceptin,Drugs,IO + Drugs,Polymer,PLGA matrixes,7,,"2,03 ng/mL",No info,0.783,No info,No tumor model - Healthy animals,,1,#DIV/0!,,,,,,,Chemotherapy,,Theragnostics,,MR imaging,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
29480962,Angew Chem Int Ed Engl,2018,10.1002/anie.201712996,Inorganic,Iron_oxide,Systemic,IV,,99,,-31.4,Spherical,Other,citrate-coated IO + HB + RBC vesicles,None,,Silica,mesoporous silica nanoparticle - RBC vesicles,22.5,,No info,No info,No info,No info,Allograft heterotopic,Breast,1,79.36507937,655.1282051,385.8974359,264.1025641,Liver,Spleen,Kidney,Photodynamic (Photosensitizers) + Magnetic field,Magnetic filed - targeting,Therapy,,None,0.13,0.63,79.36507937,,447244.0945,3218897.638,1896062.992,1719685.039,,1297637.795,,,,491338.5827,0,91.02564103,655.1282051,385.8974359,350,0,264.1025641,0,0,0
22575047,Nano Lett,2012,10.1021/nl3010308,Inorganic,Iron_oxide,Systemic,IV,,,22 nm lenght,No info,Cube,None,,Other,IO,Other,PEG-phospholipids,,10 mg Fe/Kg,No info,No info,No info,No info,Allograft heterotopic,Skin,1,#DIV/0!,,,,,,,,,Diagnostic,,MR imaging,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
18232053,Small,2008,10.1002/smll.200700784,Inorganic,Iron_oxide,Systemic,IV,,,10 nm- without coating,No info,Spherical,Polymer-peptides,PEG (polymer) + CTX (Peptide),None,,Iron oxide,,,6 mg Fe/Kg,No info,No info,No info,No info,Allograft heterotopic,Brain,1,#DIV/0!,,,,,,,,,Diagnostic,,MR imaging,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
28150848,Nanoscale,2017,10.1039/c7nr00033b,Inorganic,Iron_oxide,Systemic,IV,,212,,No info,Spherical,None,,Drugs,OA-coated IO + PTX + IR280,Polymer,(PCLA-PEG-PCLA) ,,10 mg PTX/Kg,"36,2 ug/mL",27.4,No info,No info,Allograft heterotopic,Breast,1,92.91637871,109.4890511,67.88321168,51.56934307,Liver,Spleen,Kidney,Photodynamic (Photosensitizers) + Magnetic field + Chemotherapy,extra-MF targeting,Theragnostics,,MRI + Fluorescence,0.205,2.894,92.91637871,,3.01,30,18.6,8.43,,14.13,,,,27.4,0,10.98540146,109.4890511,67.88321168,30.76642336,0,51.56934307,0,0,0
19089838,Small,2009,10.1002/smll.200800714,Inorganic,Iron_oxide,Systemic,IV,,25.4,,No info,Spherical,Polymer-mAb,EGFR-specific scFv B10 + amphiphilic polymer,None,,Polymer,,,8 mg Fe/kG,No info,No info,No info,No info,Xenograft orthotopic,Pancreas,1,#DIV/0!,,,,Liver,Spleen,Brain,,,Diagnostic,,MR imaging,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
26140326,Nanoscale,2015,10.1039/c5nr02402a,Inorganic,Iron_oxide,Systemic,IV,,No info,,No info,Spherical,Other,FA + MnSiO3,Drugs,ART,Iron oxide,Core-shell NPs - Fe3O4@MnSiO3 (Shell),18.29,,No info,No info,No info,No info,Xenograft heterotopic,Lung,5,65.78947368,,,,,,,Chemotherapy,,Theragnostics,,MR imaging,0.065,0.19,65.78947368,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
26284300,Nat Commun,2015,10.1038/ncomms9009,Inorganic,Iron_oxide,Systemic,IV,cells-mediated delivery,25,,No info,Spherical,None,,None,,Iron oxide,Macrophages decored with SPION,,3X10^6 cells,No info,No info,No info,No info,Xenograft orthotopic,Prostate,1,#DIV/0!,,,,,,,Magnetic field + Immunotherapy,Magentic ressonance targeting + Seprehvir in macrophages,Theragnostics,,MR imaging,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
25985153,Biomaterials,2015,10.1016/j.biomaterials.2015.04.053,Inorganic,Iron_oxide,Systemic,IV,,200,,No info,Plate,Polymer-Drugs,Core-Shell Nps- (IO-SI) + PEG + DOX + CY5.5,None,,Other,transition metal dichalcogenides - WS2,,"8,4 mg WS2/kG + 7 mg DOX/kG",No info,8.78,4.77,No info,Allograft heterotopic,Breast,1,96.34296251,446.3553531,304.1002278,70.50113895,Spleen,Liver,Lung,Laser irradiation + Chemotherapy,NIR- 808 nm,Theragnostics,,Fluorescence + MRI + CT,1.19,32.54,96.34296251,2.25,1.57,26.7,39.19,6.19,,5.18,,,,8.78,25.62642369,17.88154897,304.1002278,446.3553531,70.50113895,0,58.9977221,0,0,0
19773081,Biomaterials,2009,10.1016/j.biomaterials.2009.08.045,Inorganic,Iron_oxide,Systemic,IV,,20,,No info,Spherical,Polymer-Proteins,OA+Triblock copolymer + Integrin + IRDye 800,None,,Iron oxide,,,10 mg/Kg,"39,2 nM",No info,No info,No info,Xenograft heterotopic,Brain,1,#DIV/0!,,,,Kidney,Liver,Lung,,,Diagnostic,,MRI + Fluorescence,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
23873020,Nanoscale,2013,10.1039/c3nr01447a,Inorganic,Iron_oxide,Systemic,IV,,228,,-20.6,Spherical,Polymer,carboxymethyl chitosan + PEG,None,,Iron oxide,,20,,No info,No info,No info,No info,Allograft heterotopic,Brain,1,100,,,,,,,Laser irradiation + Magnetic field,Laser (808 nm -PTT) + Magnetic targeting,Theragnostics,,MR imaging,0,12,100,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
23219326,Biomaterials,2013,10.1016/j.biomaterials.2012.11.037,Inorganic,Iron_oxide,Systemic,IV,,1490,,No info,Spherical,Polymer-mAb,Antibody + PEG2000 ,Drugs,IO + DOX,Other,phospholipids droplets,,"3,5 mg Fe/Kg",No info,No info,No info,No info,No tumor model - Healthy animals,,1,#DIV/0!,,,,,,,Ultrasound + Chemotherapy ,Ultrasound no in vivo validation,Theragnostics,No furher in vivo validation,MR imaging,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
26468627,Nanoscale,2015,10.1039/c5nr06168g,Inorganic,Iron_oxide,Local,Intratumoral,,53,,No info,Spherical,Polymer,Citrate + AU + PVP,None,,Iron oxide,IO + AU - core + shell,,150 Mm per nude NMRI mice,No info,No info,No info,No info,Xenograft heterotopic,Prostate,1,84.03361345,,,,,,,Laser irradiation + Magnetic field,AC magnetic field + PTT,Therapy,,None,0.38,2.38,84.03361345,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
25706857,ACS Appl Mater Interfaces,2015,10.1021/am507898z,Inorganic,Iron_oxide,Systemic,IV,,208.3,,No info,Spherical,Polymer,Gold + SH-PEG2000,Drugs,citric-coated IO + DOX,Other,liposomes - DPPC:Chol:DSPE-PEG2000,,5 mg DOX/Kg,No info,No info,No info,No info,Allograft heterotopic,Other,1,82.40740741,411.4285714,388.5714286,340,Lung,Liver,Spleen,Magnetic field + Radiofrequency + Chemotherapy,"magnetic targeting+ RF 13.56 MHz, 300 W",Theragnostics,,MRI + X-Ray,0.95,5.4,82.40740741,,0.32,1.36,1.19,1.44,,0.46,,,,0.35,0,91.42857143,388.5714286,340,411.4285714,0,131.4285714,0,0,0
25477173,Biomaterials,2015,10.1016/j.biomaterials.2014.10.064,Inorganic,Iron_oxide,Local,Intratumoral,,225,,No info,Spherical,Other,Trisodium citrate,None,,Iron oxide,Clustered NPs,2.66,,No info,No info,No info,No info,Xenograft heterotopic,Lung,1,76.98412698,,,,,,,Laser irradiation,808 nm (PTT),Therapy,,None,220.4,957.6,76.98412698,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21333751,Nanomedicine,2011,10.1016/j.nano.2011.01.013,Inorganic,Iron_oxide,Systemic,IV,,80,,No info,Spherical,Other,tetraheptylammonium,Drugs,DNR,Iron oxide,IO clusters,,0.58mg Fe/kg and 1.99×10-6 mol DNR/kg,"3,95 x 10-6 mol/L",No info,No info,No info,Xenograft heterotopic,Other,10,72.99258408,186.6666667,120,60,Liver,Intestine,Skin,Magnetic Field + Chemotherapy,Magnet ,Therapy,,None,794.28,2940.97,72.99258408,0.04,,0.28,,,0.016,,,0.09,0.18,0.15,26.66666667,0,186.6666667,0,0,10.66666667,0,0,60,120
24132045,Nanoscale,2013,10.1039/c3nr04157c,Inorganic,Iron_oxide,Systemic,IV,,12,,No info,Spherical,Other,Protocatechuic acid + OA,None,,Iron oxide,,,1 mg Fe/kG,No info,No info,No info,No info,No tumor model - Healthy animals,,1,#DIV/0!,,,,,,,,,Diagnostic,,MR imaging,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
20939602,Nano Lett,2010,10.1021/nl102623x,Inorganic,Iron_oxide,Systemic,IV,,28.6,,No info,Spherical,Polymer-Proteins,DSPE-Mpeg1000 + VEGF receptor-1 AB + OA,None,,Iron oxide,,,0.15 ml of 200 nM SPIOs / nude mice,No info,No info,0.39,No info,Xenograft heterotopic,Brain,1,#DIV/0!,,,,,,,,,Diagnostic,,MR imaging,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
31803890,Nanoscale,2020,10.1039/c9nr05865f,Inorganic,Iron_oxide,Systemic,IV,,70,,No info,Spherical,Polymer-Proteins,Tf and chitosan- coated IO + CPP-TNF-alpha,None,,Other,CTNF-α-exosomes,,5 mg TNF-Alpha/kG,5 nmol/L,No info,No info,No info,Allograft heterotopic,Skin,9,83.7826989,12.5,3.541666667,2.916666667,Liver,Kidney,Lung,Magnetic Field,Magnet targeting,Therapy,,None,694.9,4284.93,83.7826989,,,0.06,0.013,0.014,,0.017,,,,0.48,0,0,12.5,2.708333333,2.916666667,0,3.541666667,0,0,0
22959180,Biomaterials,2012,10.1016/j.biomaterials.2012.08.036,Inorganic,Iron_oxide,Systemic,IV,,5.83,,-27.96,Spherical,Proteins,flavin adenine dinucleotide (co-enzyme),None,,Iron oxide,,,900 umol Fe/Kg,No info,No info,No info,No info,Xenograft heterotopic,Prostate,1,#DIV/0!,,,,,,,,,Diagnostic,Vascular metabolism in tumors,MR imaging,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
16734494,J Am Chem Soc,2006,10.1021/ja061529k,Inorganic,Iron_oxide,Systemic,IV,,12,,No info,Spherical,Polymer,PEG-silane copolymer,None,,Iron oxide,Magnetic core + Polymer coating,13,,No info,No info,No info,No info,No tumor model - Healthy animals,,1,#DIV/0!,,,,,,,,,Diagnostic,,MR imaging,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
24861843,Small,2014,10.1002/smll.201400733,Inorganic,Iron_oxide,Systemic,IV,,No info,,No info,Spherical,Polymer-peptides,Dextran + Cy5.5 + Peptide,None,,Iron oxide,,18.75,,No info,No info,No info,No info,No tumor model - Healthy animals,,1,#DIV/0!,,,,,,,,,Diagnostic,,Luminescence + PET + Fluorescence,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21550654,Biomaterials,2011,10.1016/j.biomaterials.2011.04.037,Inorganic,Iron_oxide,Systemic,IV,,178.2,,No info,Spherical,None,,Other,OA-coated IO,Other,Micelles - vitamin E TPGS,,5 mg Fe/KG,No info,No info,No info,No info,Xenograft heterotopic,Breast,1,#DIV/0!,,,,,,,,,Diagnostic,,MR imaging,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21176955,Biomaterials,2011,10.1016/j.biomaterials.2010.11.040,Inorganic,Iron_oxide,Systemic,IV,,134.3,,58.9,Spherical,Polymer,starch coated-PEG,None,,Iron oxide,,,12 mg Fe/Kg,No info,No info,No info,No info,Allograft orthotopic,Brain,1,#DIV/0!,,,,,,,Magnetic Field,Magnetic targeting,Diagnostic,,MR imaging,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
23687972,J Am Chem Soc,2013,10.1021/ja4013497,Inorganic,Iron_oxide,Local,Intratumoral,,8.5,,No info,Spherical,Other,Cu2−Xs + oleylamine,None,,Iron oxide,Core-shell NPs,,100 μL; Cu content: 50 ppm,No info,No info,No info,No info,Tumor-bearing mouse - No info,,1,#DIV/0!,,,,,,,Laser irradiation,PTT,Theragnostics,,Infrared thermal imaging + MRI,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21783245,Biomaterials,2011,10.1016/j.biomaterials.2011.06.030,Inorganic,Iron_oxide,Systemic,IV,,60,,No info,Spherical,Proteins,Antigen integrin ,Other,OA-coated IO,Other,Micelles DOGS-NTA + DPPE-PEG encapsulated IO,,150 uL,No info,No info,No info,No info,Xenograft heterotopic,Cervix,1,#DIV/0!,,,,,,,,,Diagnostic,Inflammation ,MR imaging,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
23542239,J Control Release,2013,10.1016/j.jconrel.2013.03.016,Inorganic,Iron_oxide,Systemic,IV,,100,,No info,Spherical,Polymer,Cy5.5 +PEG,Other,IO,Polymer,PICsomes with oppositely charged copolymers,,"0,45 mg Fe/Kg",No info,No info,No info,No info,Allograft heterotopic,Colon,1,#DIV/0!,,,,,,,,,Diagnostic,,MRI + Fluorescence,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
25658655,ACS Nano,2015,10.1021/nn5069258,Inorganic,Iron_oxide,Systemic,Sub-cutaneous,Thermogel delivery,51.1,,No info,Spherical,Vitamins,Polypyrrole + PEG + FA + OA,,,Iron oxide,Core-shell NPs,,10k NPs - cancer cells in PF127,No info,No info,No info,No info,No tumor model - Healthy animals,,1,#DIV/0!,,,,,,,,,Diagnostic,,Photoacoustic,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
24749476,ACS Appl Mater Interfaces,2014,10.1021/am500818m,Inorganic,Iron_oxide,Systemic,IV,,,33 nm - Length,No info,Cube,Polymer-Drugs,poly(methyl methacrylate) + DOX,,,Iron oxide,,,2 mg DOX/kG,No info,No info,No info,No info,Xenograft heterotopic,Cervix,1,100,,,,,,,Laser irradiation + Chemotherapy,Magnetic targeting,Theragnostics,,MR imaging,0,1000,100,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
27071335,Nanomedicine,2016,10.1016/j.nano.2016.03.009,Inorganic,Iron_oxide,Systemic,IV,,30,,No info,Spherical,Polymer-mAb,Anti-dextran antibody + Dextran,,,Iron oxide,,,5 mg Fe/Kg,No info,No info,No info,No info,Xenograft orthotopic,Brain,3,#DIV/0!,,,,,,,,,Diagnostic,Neuroinflammation,MR imaging,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
