PMID,Journal/Book,Publication_Year,DOI,Type,Subtype,Route,Sub-route,Size_(nm),Size details,Zeta_Potential_(mV),Shape,Coating,Coating details,Loading,Loading details,Core,,Dose_(mg/kg),Dose_other data,IC50,Delivery_Efficiency_(%ID/g),Distribution Half-life_(h),Elimination Half-life_(h),Tumor_model,Cancer_type,No._Days_dosing,Tumor_Vol_Reduction_(%),Off_target_1_accumulation_(%),Off_target_2_accumulation_(%),Off_target_3_accumulation_(%),Off_target_1_accumulation,Off_target_2_accumulation,Off_target_3_accumulation,Therapy,Study strategy,Imaging,Treated tumor,Control tumor,Tumor_Reduction_(%),Obs,Muscle,Heart,Liver,Spleen,Lung,Brain,Kidney,Bladder,Skin,Colon,Tumor,Ratio - Muscle,Ratio - Heart,Ratio - Liver,Ratio - Spleen,Ratio - Lung,Ratio - Brain,Ratio - Kidney,Ratio - Bladder,Ratio - Skin,Ratio - Colon,,,,,,,,,,,,,,,,,,,,,,,
26621191,Nat Commun,2015,10.1038/ncomms10081,Inorganic,Silica,Systemic,IV,60,Approximately by TEM ,-22.3,Spherical,Other,DDPC (phospholipid),Drugs,"Fullerene, doxorubicin and indocianin green ",Silica,,4,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Prostate,1,99.98091603,Not available,Not available,Not available,Kidney ,Liver,Spleen,Photothermal + Chemotherapy,Theragnostics,Fluorescence,0.2,1048,99.98091603,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
25645959,Nanomedicine,2015,10.1016/j.nano.2014.12.007,Inorganic,Silica,Systemic,IV,2.9,,Not available,Spherical,Peptide,ATWLPPR,Drugs,Gadolinium oxide and chlorin e6,Silica,,52,of Gadolinium,Not available,Not available,Not available,Not available,Xenograft orthotopic,Brain,z,#VALUE!,Not available,Not available,Not available,Not available,Not available,Not available,Photodynamic therapy,Diagnostic,MR imaging,Not available,Not available,#VALUE!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
23810081,Biomaterials,2013,10.1016/j.biomaterials.2013.06.001,Inorganic,Silica,Local,Intratumoral,Not available,,Not available,Spherical,Vitamins,"DPPC, DPPE-PEG and DSPE-PEG-folic acid ",Drugs,Protoporphyrin IX,Silica,,4,,Not available,Not available,Not available,Not available,Allograft orthotopic,Skin,2,74.74747475,Not available,Not available,Not available,Not available,Not available,Not available,Photodynamic therapy,Therapy,Not applicable,25,99,74.74747475,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
21675727,ACS Nano,2011,10.1021/nn2005766,Inorganic,Silica,Systemic,IV,33,,-8,Spherical,Polymer-mAb,PEG-anti-CD117,Other,Indocyanin Green,Silica,,Not available,,Not available,Not available,Not available,Not available,Allograft orthotopic,Other,>15,#VALUE!,Not available,Not available,Not available,Not available,Not available,Not available,Photodynamic therapy,Therapy,Not applicable,Not available,Not available,#VALUE!,Leukemia model. Survival rate of treated 27% at day 75,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
23639532,Biomaterials,2013,10.1016/j.biomaterials.2013.04.020,Inorganic,Silica,Systemic,IV,95,,16.5,Spherical,Other,MHI-148 NIR dye,Other,Gadolinium,Silica,,5,of Gd,Not available,Not available,Not available,Not available,Allograft heterotopic,Lung,Not applicable,#VALUE!,Not available,Not available,Not available,Liver,Kidney ,Lung,Not applicable,Diagnostic,NIR/MRI,Not applicable,Not applicable,#VALUE!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
22425023,Biomaterials,2012,10.1016/j.biomaterials.2012.02.060,Inorganic,Silica,Systemic,Sub-cutaneous,76.8,,Not available,Spherical,Other,DTTA-Gadolinium and Copper 64,Other,ZW800 NIR dye,Silica,,5,,Not available,80,Not available,Not available,Allograft heterotopic,Breast,Not applicable,#VALUE!,Not available,Not available,Not available,Not available,Not available,Not available,Not applicable,Diagnostic,NIR/MR/PET,Not applicable,Not applicable,#VALUE!,Lymphatic LN accumulation,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
26574662,Nanoscale,2015,10.1039/c5nr06501a,Inorganic,Silica,Systemic,IV,165,,16.2,Rod,Polymers,"Cholesterol, DOPE, DOTAP and DSPE-PEG-Folate, Hypocrelin B and Silica ",None,,Gold,,20,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Breast,1,99.99438202,Not available,Not available,Not available,Liver ,Spleen,Lung,Photothermal + Photodynamic therapy,Therapy,Not applicable,0.1,1780,99.99438202,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
23467400,Nanoscale,2013,10.1039/c3nr00170a,Inorganic,Silica,Systemic,IV,25,Approximately by TEM ,Not available,Spherical,Polymers,Gold NP and PEI,Other,Gadolinium ,Silica,,Not available,,Not available,Not available,Not available,Not available,Chemically-induced,Colon,Not applicable,#VALUE!,Not available,Not available,Not available,Not available,Not available,Not available,Not applicable,Diagnostic,MR imaging,Not applicable,Not applicable,#VALUE!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
24057072,Nanoscale,2013,10.1039/c3nr03490a,Inorganic,Silica,Systemic,IV,53.2,,Not available,Spherical,Polymer-Nucleic acids,"Silica, PEG, Fluorophore rhodamine and Aptamer AS411",Other,Manganese oxide core,Other,,16,,Not available,6.2,Not available,Not available,Xenograft heterotopic,Cervix,Not applicable,#VALUE!,2.9,1.1,0.3,Spleen,Liver ,Kidney,Not applicable,Diagnostic,MR imaging,Not applicable,Not applicable,#VALUE!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
21854047,ACS Nano,2011,10.1021/nn202399w,Inorganic,Silica,Local,Intratumoral,125.6,,35,Spherical,Antibody,"Silica, Anti-CD90 and antiCD",Drugs,Doxorubicin and Gold core with silica coating (nanorattle),Gold,,27.4,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Brain,1,#VALUE!,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy,Therapy,Not applicable,Not available,Not available,#VALUE!,Only in vivo drug delivery. No antitumor efficacy results,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
31682447,Nano Lett,2019,10.1021/acs.nanolett.9b02448,Inorganic,Silica,Systemic,IV,55,,Not available,Spherical,None,,Other,Carbon nanodots,Silica,,10,,Not available,Not available,Not available,Not available,Allograft orthotopic,Brain,1,63.367917,Not available,Not available,Not available,Liver,Spleen ,Lungs,Photothermal,Therapy,Not applicable,459,1253,63.367917,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
22159192,Nanoscale,2012,10.1039/c1nr11401h,Inorganic,Silica,,,,Comparison between several kinds of NP for imaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
26093792,Biomaterials,2015,10.1016/j.biomaterials.2015.05.016,Inorganic,Silica,Systemic,IV,175,,Not available,Spherical,Polymer-Drugs,Doxorubicin in Silica coating with Gold cluster with N-isopropyl acrylamide (NIPAm) methacrylic acid (MAA),Other,Silica coated Upconversion NP ,Other,,5,,Not available,Not available,Not available,Not available,Allograft heterotopic,Liver,7,79.00355872,Not available,Not available,Not available,Not available,Not available,Not available,Photothermal + Photodynamic + Chemotherapy,Theragnostics,CT/Luminescence,5.9,28.1,79.00355872,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
20681684,J Am Chem Soc,2010,10.1021/ja103415t,Inorganic,Silica,Not applicable,Not applicable,130,Only in vitro,Not available ,Spherical,None,,Drugs,Coumarin,Silica,,Not applicable,,Not available,Not available,Not available,Not available,Not applicable,Cervix,Not applicable,#VALUE!,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Chemotherapy,Therapy,Not applicable,Not applicable,Not applicable,#VALUE!,Only in vitro studies,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
30642157,ACS Nano,2019,10.1021/acsnano.8b08700,Inorganic,Silica,Systemic,IV,65,,Not available ,Spherical,Polymers,Silica coating and PVP coating,Drugs,"Upconversion NP and e 1-(2,5-dimethylthien-1,1-dioxide-3-yl)-2-(2,5-dimethylthien-3-yl)-hexafluorocyclopentene (DM) (SO2 prodrug)",Other,,20,,Not available,Not available,Not available,Not available,Allograft heterotopic,Other,4,88.50220264,Not available,Not available,Not available,Liver,Spleen ,Lung,Other,Therapy,Not applicable,2.61,22.7,88.50220264,NIR triggered Sulfur dioxide gas therapy,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
19299012,Biomaterials,2009,10.1016/j.biomaterials.2009.02.045,Inorganic,Silica,Systemic,Oral,234,,"-38,7",Spherical,,,Drugs,Docetaxel,Polymer,poly(lactide)–vitamin E TPGS//montmorillonite Nps,Not available,Docetaxel dose of 10 mg/kg body,"3,681 ug/mL",Not available,118.8,Not available,Only normal animals,,1,#DIV/0!,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy,Therapy,,,,#DIV/0!,No silica NPs,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
26220401,Nanoscale,2015,10.1039/c5nr03085d,Inorganic,Silica,Local,Intratumoral,70,,Not available,Spherical,Drugs,CuS nanoparticles + Silica + DOX + FA,None,Loading on the coating  silica SHELL (CuS NPs + DOX),Other,upconversion nanoparticles,4,,Not available,Not available,Not available,Not available,Allograft heterotopic,Liver,7,91.65964617,Not available,Not available,Not available,Not available,Not available,Not available,Photothermal + Chemotherapy,Theragnostics,CT/MRI/Luminescence,0.99,11.87,91.65964617,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
23246067,Biomaterials,2013,10.1016/j.biomaterials.2012.11.044,Inorganic,Silica,Systemic,IV,250,,Not available,Spherical,Other,Au NPs,Other,Pyrene and liquid PFH compound,Silica,esoporous silica nanocapsules,4.8,,Not available,Not available,Not available,Not available,Xenograft orthotopic,Liver,1,Not available,Not available,Not available,Not available,Not available,Not available,Not available,HIFU + chemotherapy,Theragnostics,Ultrasound-mediated imaging,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
21486679,Biomaterials,2011,10.1016/j.biomaterials.2011.03.050,Inorganic,Silica,Systemic,IP,263.7,,24.7,Spherical,Polymer-mAb,Chitosan + ErbB 2 antibody,Drugs,TNF-a,Silica,silica hollow npS,Not available,0.2 mL of solution containing about 0.13 mg of TNF-a,Not available,Not available,Not available,Not available,Xenograft heterotopic,Breast,7,55,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy,Therapy,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
22906608,Biomaterials,2012,10.1016/j.biomaterials.2012.07.051,Inorganic,Silica,Systemic,IV,150,,Not available,Spherical,Antibody, anti-HER2 + Silica shell + QDs,None,Loading on the coating  silica SHELL (QDs),Iron oxide,magnetic nanoparticles,Not available,10 mg/mL in female BALB/c nu/nu mice,Not available,Not available,Not available,Not available,Xenograft heterotopic,Breast,1,Not available,Not available,Not available,Not available,Lung,Spleen,Liver,,Diagnostic,NIR/MRI,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
24930850,Biomaterials,2014,10.1016/j.biomaterials.2014.05.058,Inorganic,Silica,Systemic,IV,150,,Not available,Spherical,Glycosides,lactobionic acid-grafted-b-cyclodextrin (b-CD-LA) ,Drugs,Dox,Silica,hollow mesoporous silica nanoreservoirs,5,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Liver,9,69.13580247,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy,Therapy,,0.025,0.081,69.13580247,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
20183810,Small,2010,10.1002/smll.200901557,Inorganic,Silica,Systemic,IV,Not available,,Not available,Spherical,Polymers,Silica shell + PEG,None,,Gold,,Not available,1.01010 PEGylated gold/silica nanoshells,Not available,Not available,Not available,Not available,Allograft heterotopic,Colon,1,Not available,21693.84146,1838.292683,646.304878,Spleen,Liver,Muscle,Photothermal,Therapy,,,,#DIV/0!,"Paper describes that gold-gold NPs are better than gol-silic. Here, I only analyzed gold-silica",52.997,,150.74,1778.895,,,,,,,,8.2,646.304878,0,1838.292683,21693.84146,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
24446255,Angew Chem Int Ed Engl,2014,10.1002/anie.201308500,Inorganic,Silica,Systemic,IV,97,,-26.2,Spherical,Polymers,Silica shell + PEG,None,,Other,perfluoro-[15] crown-5 ether (PFCE) nanoemulsion,Not available,"0.20 mL, CPFCE = 2.6 mM",Not available,Not available,Not available,Not available,Allograft heterotopic,Colon,1,Not available,Not available,Not available,Not available,Not available,Not available,Not available,,Diagnostic,MR imaging,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
24890678,Adv Mater,2014,10.1002/adma.201401550,Inorganic,Silica,Local,Sub-cutaneous,Not available,,Not available,Spherical,None,,Drugs,Pp-18 (photosensitizer),Silica,porous hollow silica nanoparticles,Not available,1.5 × 10 6 PS-SiO 2 NPs-MSCs,Not available,Not available,Not available,Not available,Xenograft heterotopic,Breast,1,Control not available,Not available,Not available,Not available,Not available,Not available,Not available,Photodynamic therapy,Therapy,,38.022,no control with PBS,#VALUE!,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
25362857,Nanoscale,2014,10.1039/c4nr05305b,Inorganic,Silica,Local,Intratumoral,65,,Not available,Spherical,Polymer-Drugs,Mesoporous silica NPs + Ce6 + Dox + PEG-B-MAPS,Drugs,Loading on the coating mesoporous silica layer + DOX loaded in the PEG layer,Other,Upconversion NPs,25,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Other,1,92.61603376,Not available,Not available,Not available,Not available,Not available,Not available,Photodynamic + Chemotherapy,Theragnostics,Upconversion Luminescence,0.35,4.74,92.61603376,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
25581331,ACS Nano,2015,10.1021/nn5063613,Inorganic,Silica,Systemic,IV,293,,Not available,Rod,Drugs,Carbon coating + Silica coating + Folic acid + ZnPC + Carbon dots + Doxurubicin,None,Loading on the coating mesoporous silica layer,Other,Upconversion NPs,20,,"1,72 ug/mL",Not available,0.3,Not available,Allograft heterotopic,Liver,1,87.97214037,Not available,Not available,Not available,Lung,Spleen,Liver,Photothermal + Chemotherapy,Theragnostics,UCL+CT+PT+MRI,4.49,37.33,87.97214037,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
26228648,Angew Chem Int Ed Engl,2015,10.1002/anie.201504536,Inorganic,Silica,Local,Intratumoral,137.7,,Not available,Spherical,Polymers,PEG + S-nitrosothiol (SNO) + Mesoporous silica,None,,Other,Upconversion NPs,100,,Not available,Not available,Not available,Not available,Allograft heterotopic,Breast,1,75.62724014,Not available,Not available,Not available,Not available,Not available,Not available,Radiotherapy,Theragnostics,Upconversion Luminescence,2.04,8.37,75.62724014,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
20017538,J Am Chem Soc,2010,10.1021/ja905793q,Inorganic,Silica,Systemic,IV,93,,Not available,Spherical,Polymers,Fe3O4 nanocrystals-OA + PEG,Drugs,Dye + Doxurubicin,Silica,mesoporous dye-doped silica nanoparticles,Not available,20 mg Fe /Kg,Not available,Not available,Not available,Not available,Xenograft heterotopic,Breast,1,#DIV/0!,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy,Theragnostics,MRI/Fluorescence,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
22134683,Nanoscale,2012,10.1039/c1nr11277e,Inorganic,Silica,,,,Review,,,,,,,,,,,,,,,Allograft orthotopic,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
20815402,ACS Nano,2010,10.1021/nn1015117,Inorganic,Silica,Local,Sub-cutaneous,Not available,,Not available,Other,Drugs,Mesoporous silica shell + Doxurubicin,None,Loading on the coating mesoporous silica layer,Iron oxide,,Not available,500 Ug/Ml in C57/BL6 mice,Not available,Not available,Not available,Not available,Not available,Skin,1,#DIV/0!,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy,Theragnostics,MR imaging,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
22538830,Nanoscale,2012,10.1039/c2nr12094a,Inorganic,Silica,Systemic,IV,131,,0.4,Spherical,Vitamins,Folic acid (vitamin),Drugs,Doxurubicin,Silica,Silica nanorattles,10,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Cervix,4,96.83286297,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy,Therapy,,22.22,701.58,96.83286297,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
21458063,Biomaterials,2011,10.1016/j.biomaterials.2011.03.018,Inorganic,Silica,Systemic,IV,Not available,27 nm - no RGD,7.25,Spherical,Peptide,Gd-DTPA + RGD peptide,None,,Iron oxide,Core-shell NPs (shell-silica),20,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Brain,1,,Not available,Not available,Not available,Not available,Not available,Not available,,Diagnostic,MR imaging,,,,Iron oxide meta-analysis Excel,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
23891514,Biomaterials,2013,10.1016/j.biomaterials.2013.07.027,Inorganic,Silica,Local,Intratumoral,35,,Not available,Spherical,None,,Drugs,phthalocyanine (photosensitizer),Silica,hollow silica nanospheres,10,,Not available,Not available,Not available,Not available,Allograft heterotopic,Other,1,100,Not available,Not available,Not available,Not available,Not available,Not available,Photothermal + Photodynamic therapy,Therapy,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
25756781,Nano Lett,2015,10.1021/nl504044p,Inorganic,Silica,Local,Intratumoral,417.3,,Not available,Spherical,Drugs,Solid silica + Mesoporous silica + Photosensitizer,None,Loading on the coating mesoporous silica layer,Other,SrAl2O4:Eu2+ (SAO),6.25,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Brain,1,93.17774483,Spleen,Lung,Liver,Not available,Not available,Not available,Photodynamic therapy,Therapy,,52.91,775.55,93.17774483,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
23574400,J Am Chem Soc,2013,10.1021/ja312225b,Inorganic,Silica,Local,Intratumoral,79.1,,Not available,Spherical,Polymer-Drugs,Silica layer + Gd + PVP + cisplatin (drug),None,,Other,up-conversion nanoparticles,150,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Cervix,1,67.68953069,Lung,Liver,Kidney,Not available,Not available,Not available,Chemotherapy + Radiotherapy,Theragnostics,MRI/Luminescence,1.79,5.54,67.68953069,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
27383373,Adv Mater,2016,10.1002/adma.201600634,Inorganic,Silica,,,,Wound healing after brain injury,,,,,,,,,,,,,,,Allograft orthotopic,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
32462807,Small,2020,10.1002/smll.202001432,Inorganic,Silica,Systemic,Other,25,,Not available,Spherical,Polymer,PEG,Other,cyanine dyes,Silica,core–shell silica NPs,Not available,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Breast,1,Not available,Not available,Not available,Not available,Not available,Not available,Not available,,Diagnostic,Fluorescence,,,#DIV/0!,SNPs are demonstrated to allow visualization of labeled tumor cells in mineralized bone,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
32278101,Nanomedicine,2020,10.1016/j.nano.2020.102195,Inorganic,Silica,Systemic,IV,200,,-25,Spherical,Polymer-Peptides,activatable cell penetrating peptide + gadolinium + PEG,Drugs,BSH (B10-enriched) ,Silica,mesoporous silica,Not available,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Other,1,Not available,Not available,Not available,Not available,Not available,Not available,Not available,,Diagnostic,MR imaging,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
23341257,Small,2013,10.1002/smll.201201916,Inorganic,Silica,,,,In vitro studies only,,,,,,,,,,,,,,,Allograft orthotopic,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
32233414,ACS Appl Mater Interfaces,2020,10.1021/acsami.0c01039,Inorganic,Silica,Local,Intratumoral,284,,-25,Spherical,Polymer-Drugs,Lipossome + PEG + manganese phthaleincyanide (Photosensitizer),Proteins,hydrophilic glucose oxidase ,Silica,mesoporous silica in a liposome,3,,0.035,Not available,Not available,Not available,Allograft heterotopic,Breast,1,99.7458878,Not available,Not available,Not available,Not available,Not available,Not available,Photodynamic therapy,Therapy,,1.67,657.19,99.7458878,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
22318874,Adv Mater,2012,10.1002/adma.201104714,Inorganic,Silica,,,,In vitro studies only,,,,,,,,,,,,,,,Allograft orthotopic,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
