PMID,Journal/Book,Publication_Year,DOI,Type,Subtype,Route,Sub-route,Size_Group,Charge_Group,Shape,Coating,Coating_Number,Total_Coating_Steps,Total_Coating_Steps_Group,Covalent,Electrostatic,Targeting_Type,Bioconjugation_nature,Bioconjugation_tech,PEG_Coat,PEG_Coat_tech,Loading,Loading_Number,Drug type,Dose_(mg/kg),Dose_Group,IC50 ,Delivery_Efficiency_(%ID/g),Delivery_Efficiency,Distribution Half-life_(h),Tumor_model,Immune status,Cancer_type,Breast cancer subtype,No._Days_dosing,No._Days_dosing_grouped,Tumor_Vol_Reduction_(%),Tumor_Vol_Reduction_Group(%),Off_target_1_accumulation_(%),Off_target_2_accumulation_(%),Off_target_3_accumulation_(%),Off_target_1_accumulation_(%)_group,Off_target_1_accumulation,Off_target_2_accumulation,Off_target_3_accumulation,Combined_Therapy1,Combined_Therapy2,Combined_Therapy3,Combined_Therapy_Grouped,Study strategy,Imaging_1,Imaging_2,Imaging_3,Imaging_4,Combined_Imaging_Applications,Combined_Therapy_Applications,Combined_Applications,Combined_Applications_Grouped
24125776,Biomaterials,2014,10.1016/j.biomaterials.2013.09.098,Inorganic,Silica,Local,Intratumoral,2,NA,Spherical,None,None,0,None,0,0,Passive,None,None,Non PEGylated,None,Drugs,1,Proteasome inhibitor,1.6,1,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Lung,,7,Multiple,88.5325756,Medium,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
24150920,Small,2014,10.1002/smll.201302924,Inorganic,Gold,Systemic,IV,2,Negative,Other,Peptide,1,4,Medium,4,0,Active,Covalent,Covalent - EDC,PEGylated,Covalent - ThiolGold,None,None,,NA,NA,NA,7.83,Yes,NA,Xenograft heterotopic,Immunocompromised,Brain,,4,Multiple,100,Very High,158.2,80.1,61.9,Medium,Liver,Lung,Kidney,Photothermal therapy,None,None,Single,Theragnostic,Photoacoustic,None,None,None,1,1,2,Regular
24272951,Angew Chem Int Ed Engl,2014,10.1002/anie.201308494,Inorganic,Gold,Systemic,IV,1,NA,Spherical,Polymer,>1,1,Low,1,0,Passive,None,None,PEGylated,Covalent - ThiolGold,None,None,,NA,NA,NA,4.93,Yes,NA,Allograft heterotopic,Immunocompromised,Breast,Mouse,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,PET,None,None,None,1,0,1,Regular
24285365,Small,2014,10.1002/smll.201302042,Inorganic,Iron_oxide,Local,Intratumoral,2,NA,Spherical,Other,1,1,Low,0,1,Passive,None,None,Non PEGylated,None,None,None,,1.25,1,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Pancreas,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Theragnostic,MRI,None,None,None,1,1,2,Regular
24308364,ACS Appl Mater Interfaces,2014,10.1021/am404946v,Inorganic,Iron_oxide,Systemic,IV,NA,NA,Spherical,Polymer-Drugs,>1,4,Medium,3,1,Passive,None,None,Non PEGylated,None,None,None,Anthracycline,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Ovary,,1,Single,73.0427144,Low,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
24339243,Small,2014,10.1002/smll.201302719,Inorganic,Gold,Systemic,IV,2,Negative,Rod,Polymer,1,3,Medium,2,1,Active,Covalent,Covalent - EDC,PEGylated,Covalent - EDC,None,None,,NA,NA,NA,NA,NA,NA,Allograft orthotopic,Immunocompetent,Skin,,1,Single,99.93632,Very High,NA,NA,NA,NA,NA,NA,NA,Photodynamic therapy,None,None,Single,Therapy,Fluorescence,None,None,None,1,1,2,Regular
24342728,Biomaterials,2014,10.1016/j.biomaterials.2013.11.068,Inorganic,Gold,Systemic,IV,3,Neutral,Spherical,Polymer-mAb,>1,5,High,4,1,Active,Covalent,Covalent - ThiolGold,PEGylated,Covalent - ThiolGold,Drugs,1,Anthracycline,10,2,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Colon,,1,Single,76.21254,Medium,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,Chemotherapy,None,Multiple,Therapy,Fluorescence,None,None,None,1,2,3,High
24407194,Nanoscale,2014,10.1039/c3nr05269a,Inorganic,Gold,Systemic,IV,1,NA,Other,Polymer-Proteins,>1,3,Medium,2,1,Active,Covalent,Covalent - In_Shell,Non PEGylated,None,None,None,,600,4,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Cervix,,1,Single,NA,NA,29.9,25.3,24.7,Low,Bladder,Liver,Brain,None,None,None,None,Diagnostic,Fluorescence,None,None,None,1,0,1,Regular
24446255,Angew Chem Int Ed Engl,2014,10.1002/anie.201308500,Inorganic,Silica,Systemic,IV,2,Negative,Spherical,Polymer,>1,5,High,3,2,Passive,None,None,PEGylated,Covalent - Silane,None,None,,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Immunocompetent,Colon,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,None,None,None,1,0,1,Regular
24462358,Biomaterials,2014,10.1016/j.biomaterials.2014.01.011,Inorganic,Iron_oxide,Systemic,IV,2,Negative,Spherical,Vitamins,>1,4,Medium,3,1,Passive,None,None,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Cervix,,1,Single,NA,NA,2216.404887,482.8534031,458.6823735,Very High,Spleen,Lung,Heart,None,None,None,None,Diagnostic,MRI,None,None,None,1,0,1,Regular
24495038,J Am Chem Soc,2014,10.1021/ja412001e,Inorganic,Gold,Systemic,IV,2,Negative,Other,Polymer-peptide,>1,6,High,5,1,Active,Covalent,Covalent - Maleimide,PEGylated,Covalent - ThiolGold,None,None,,2,1,NA,7.9,Yes,NA,Xenograft heterotopic,Immunocompromised,Brain,,1,Single,NA,NA,20.6,86.7,66.5,Low,Liver,Spleen,Heart,None,None,None,None,Diagnostic,PET,Photoacoustic,None,None,2,0,2,Regular
24500926,Small,2014,10.1002/smll.201302252,Inorganic,Gold,Local,Intratumoral,4,NA,Spherical,Polymer,>1,3,Medium,1,2,Passive,None,None,PEGylated,Covalent - ThiolGold,None,None,,1600,4,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Brain,,1,Single,96.7149,High,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Theragnostic,Ultrasound,CT,None,None,2,1,3,High
24532221,Adv Mater,2014,10.1002/adma.201304544,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Proteins,>1,2,Low,1,1,Active,Covalent,Covalent - In_Shell,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Breast,Triple-negative,1,Single,NA,NA,NA,NA,NA,NA,Liver,Kidney,NA,None,None,None,None,Diagnostic,MRI,Fluorescence,None,None,2,0,2,Regular
24547810,ACS Nano,2014,10.1021/nn405663h,Inorganic,Gold,Systemic,IV,2,Negative,Spherical,Polymer,1,1,Low,1,0,Passive,None,None,PEGylated,Covalent - ThiolGold,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Brain,,1,Single,NA,NA,130.5,97.1,77,Medium,Intestine,Brain,Lung,Photothermal therapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
24556065,ACS Appl Mater Interfaces,2014,10.1021/am405378x,Inorganic,Gold,NA,NA,4,Negative,Other,Other,1,3,Medium,0,3,Passive,None,None,Non PEGylated,None,None,None,,NA,NA,Yes,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Colon,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
24616338,Small,2014,10.1002/smll.201302765,Inorganic,Gold,Systemic,IV,2,Positive,Spherical,Polymer,>1,5,High,3,2,Passive,None,None,PEGylated,Covalent - In_Shell,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Brain,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,Fluorescence,None,None,None,1,0,1,Regular
24659273,Small,2014,10.1002/smll.201470036,Inorganic,Gold,Systemic,IV,NA,NA,Spherical,Other,1,2,Low,0,2,Passive,None,None,Non PEGylated,None,Other,1,,NA,NA,NA,NA,NA,NA,Allograft orthotopic,Immunocompetent,Brain,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,Radiotherapy,None,None,Single,Theragnostic,MRI,None,None,None,1,1,2,Regular
24660754,ACS Appl Mater Interfaces,2014,10.1021/am500715f,Inorganic,Gold,Local,Intratumoral,2,NA,Other,Polymer,1,1,Low,0,1,Passive,None,None,Non PEGylated,None,None,None,,2,1,NA,NA,NA,NA,Allograft heterotopic,Immunocompetent,Liver,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
24673744,ACS Appl Mater Interfaces,2014,10.1021/am5001823,Inorganic,Gold,Systemic,IV,2,Neutral,Rod,Polymer,1,3,Medium,3,0,Passive,None,None,PEGylated,Covalent - ThiolGold,None,None,,NA,NA,NA,13.9,Yes,NA,Xenograft heterotopic,Immunocompromised,Other,,1,Single,100,Very High,287.3,107.6,32.9,High,Spleen,Liver,Heart,Photothermal therapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
24698945,J Control Release,2014,10.1016/j.jconrel.2014.03.043,Inorganic,Iron_oxide,Systemic,IV,3,Neutral,Spherical,Polymer-mAb,>1,3,Medium,2,1,Active,Covalent,Covalent - EDC,PEGylated,Covalent - EDC,Other,>1,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Breast,Triple-negative,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,Other,None,None,2,0,2,Regular
24703718,Biomaterials,2014,10.1016/j.biomaterials.2014.03.030,Inorganic,Silica,Systemic,IV,4,Positive,Spherical,Peptide,>1,6,High,5,1,Active,Covalent,Covalent - Maleimide,Non PEGylated,None,None,None,,16,3,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Prostate,,1,Single,NA,NA,10.8,7.7,5.4,Low,Liver,Lung,Kidney,None,None,None,None,Diagnostic,Ultrasound,MRI,None,None,2,0,2,Regular
24704711,J Control Release,2014,10.1016/j.jconrel.2014.03.045,Inorganic,Gold,Systemic,IV,3,Negative,Spherical,Polymer-mAb,>1,3,Medium,3,0,Active,Covalent,Covalent - EDC,PEGylated,Covalent - ThiolGold,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Colon,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,None,None,Single,Theragnostic,Other,None,None,None,1,1,2,Regular
24712914,ACS Appl Mater Interfaces,2014,10.1021/am500761x,Inorganic,Gold,Systemic,IV,4,Neutral,Spherical,Polymer,1,4,Medium,4,0,Active,Covalent,Covalent - EDC,PEGylated,Covalent - In_Shell,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Liver,,1,Single,NA,NA,1687.1,896.6,513.8,Very High,Liver,Spleen,Lung,None,None,None,None,Diagnostic,CT,None,None,None,1,0,1,Regular
24727059,J Control Release,2014,10.1016/j.jconrel.2014.04.008,Inorganic,Iron_oxide,Local,Intratumoral,4,NA,Spherical,None,None,0,None,0,0,Passive,None,None,Non PEGylated,None,Other,>1,Kinase inhibitor,NA,NA,Yes,NA,NA,NA,Allograft orthotopic,Immunocompetent,Liver,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,MRI,None,None,None,1,1,2,Regular
24731706,Biomaterials,2014,10.1016/j.biomaterials.2014.03.065,Inorganic,Gold,Systemic,IV,2,NA,Spherical,Other,1,1,Low,0,1,Passive,None,None,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,NA,Allograft orthotopic,Immunocompetent,Skin,,1,Single,99.65543,Very High,NA,NA,NA,NA,NA,NA,NA,Photodynamic therapy,Photothermal therapy,None,Multiple,Therapy,Fluorescence,None,None,None,1,2,3,High
24746227,Biomaterials,2014,10.1016/j.biomaterials.2014.03.071,Inorganic,Iron_oxide,Systemic,IV,3,Negative,Spherical,Vitamins,>1,5,High,5,0,Active,Covalent,Covalent - EDC,PEGylated,Covalent - EDC,None,None,,10,2,NA,NA,NA,NA,Allograft heterotopic,Immunocompetent,Other,,7,Multiple,81.50289017,Medium,NA,NA,NA,NA,NA,NA,NA,Radiofrequency,Photodynamic therapy,None,Multiple,Theragnostic,MRI,None,None,None,1,2,3,High
24749476,ACS Appl Mater Interfaces,2014,10.1021/am500818m,Inorganic,Iron_oxide,Systemic,IV,2,NA,Other,Polymer-Drugs,>1,4,Medium,3,1,Passive,None,None,Non PEGylated,None,None,None,Anthracycline,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Cervix,,1,Single,100,Very High,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,MRI,None,None,None,1,1,2,Regular
24754567,ACS Nano,2014,10.1021/nn406632u,Inorganic,Gold,Systemic,IV,2,Negative,Spherical,Polymer,1,6,High,6,0,Active,Covalent,Covalent - ThiolGold,PEGylated,Covalent - ThiolGold,None,None,,NA,NA,NA,3.34,Yes,NA,Xenograft orthotopic,Immunocompromised,Other,,1,Single,NA,NA,1167.7,501.8,35.3,Very High,Spleen,Liver,Kidney,None,None,None,None,Theragnostic,Other,CT,None,None,2,0,2,Regular
24754735,ACS Nano,2014,10.1021/nn4062726,Inorganic,Iron_oxide,Systemic,IV,4,NA,Spherical,Polymer,>1,3,Medium,1,2,Passive,None,None,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,NA,Xenograft orthotopic,Immunocompromised,Brain,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Theragnostic,MRI,None,None,None,1,0,1,Regular
24766522,ACS Nano,2014,10.1021/nn406258m,Inorganic,Gold,Systemic,IV,2,NA,Spherical,Polymer,1,3,Medium,1,2,Passive,None,None,PEGylated,Covalent - ThiolGold,NA,NA,,0.21,1,NA,23.2,Yes,NA,Allograft heterotopic,Immunocompetent,Breast,Mouse,1,Single,NA,NA,166,21.9,10.5,Medium,Liver,Spleen,Heart,None,None,None,None,Diagnostic,Luminescence,Photoacoustic,PET,None,3,0,3,High
24838472,Adv Mater,2014,10.1002/adma.201400158,Inorganic,Iron_oxide,Systemic,IV,NA,NA,Spherical,Polymer-Proteins,>1,9,Very High,6,3,Passive,None,None,PEGylated,Others,None,None,Anthracycline,NA,NA,Yes,NA,NA,2,Allograft heterotopic,Immunocompetent,Breast,Metastatic,1,Single,70.25450349,Low,34.50570486,16.26325467,9.770042566,Low,Liver,Spleen,Kidney,Chemotherapy,None,None,Single,Theragnostic,MRI,None,None,None,1,1,2,Regular
24881997,Biomaterials,2014,10.1016/j.biomaterials.2014.04.063,Inorganic,Iron_oxide,Systemic,IV,3,NA,Spherical,Polymer,1,1,Low,1,0,Passive,None,None,PEGylated,Covalent - EDC,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Cervix,,1,Single,99.81520591,Very High,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Theragnostic,MRI,None,None,None,1,1,2,Regular
24890678,Adv Mater,2014,10.1002/adma.201401550,Inorganic,Silica,Local,Other,NA,NA,Spherical,None,None,0,None,0,0,Passive,None,None,Non PEGylated,None,Drugs,1,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Breast,Luminal A,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photodynamic therapy,None,None,Single,Therapy,None,None,None,None,1,1,2,Regular
24927683,Biomaterials,2014,10.1016/j.biomaterials.2014.05.046,Inorganic,Gold,Systemic,IV,1,NA,Spherical,Polymer,>1,5,High,5,0,Active,Covalent,Covalent - EDC,PEGylated,Covalent - EDC,NA,NA,,NA,NA,Yes,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Brain,,7,Multiple,53.5473,Low,1804.8,385.7,47.6,Very High,Spleen,Liver,Lung,Other,None,None,Single,Theragnostic,CT,None,None,None,1,1,2,Regular
24930850,Biomaterials,2014,10.1016/j.biomaterials.2014.05.058,Inorganic,Silica,Systemic,IV,3,NA,Spherical,Glycosides,1,8,Very High,7,1,Passive,None,None,Non PEGylated,None,Drugs,1,Anthracycline,5,1,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Liver,,9,Multiple,69.13580247,Low,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
24947231,Biomaterials,2014,10.1016/j.biomaterials.2014.05.091,Inorganic,Iron_oxide,Systemic,IV,2,Negative,Spherical,Proteins,>1,4,Medium,4,0,Active,Covalent,Covalent - EDC,PEGylated,Covalent - In_Shell,None,None,,NA,NA,Yes,14.93,Yes,NA,Allograft heterotopic,Immunocompetent,Breast,Metastatic,1,Single,NA,NA,102.1433356,36.7716008,34.02545211,Medium,Spleen,Kidney,Lung,None,None,None,None,Diagnostic,None,None,None,None,0,0,0,Regular
24953128,Nanoscale,2014,10.1039/c4nr01927j,Inorganic,Gold,Systemic,IV,3,Negative,Spherical,Polymer,1,3,Medium,2,1,Passive,None,None,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Lung,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Theragnostic,Fluorescence,None,None,None,1,1,2,Regular
24976309,Small,2014,10.1002/smll.201401025,Inorganic,Iron_oxide,Systemic,IV,2,Negative,Spherical,Polymer,1,5,High,3,2,Passive,None,None,PEGylated,Covalent - EDC,None,None,,10,2,NA,NA,NA,NA,Allograft heterotopic,Immunocompetent,Breast,Metastatic,1,Single,99.7752809,Very High,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Theragnostic,MRI,None,None,None,1,1,2,Regular
25034575,J Control Release,2014,10.1016/j.jconrel.2014.06.037,Inorganic,Silica,Systemic,IV,3,NA,Spherical,Nucleic acid,1,6,High,5,1,Active,Covalent,Covalent - Maleimide,Non PEGylated,None,Drugs,>1,Anthracycline,1,1,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Liver,,9,Multiple,90.52880821,High,NA,NA,NA,NA,Lung,Liver,Spleen,Chemotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
25044204,Adv Mater,2014,10.1002/adma.201401499,Inorganic,Gold,Systemic,IV,2,NA,Spherical,Antibody,>1,2,Low,2,0,Active,Covalent,Covalent - ThiolGold,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Breast,Triple-negative,1,Single,87.66785,Medium,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Therapy,CT,Fluorescence,None,None,2,1,3,High
25108151,J Control Release,2014,10.1016/j.jconrel.2014.07.054,Inorganic,Gold,Systemic,IV,2,NA,Other,Polymer-peptide,>1,6,High,5,1,Active,Covalent,Covalent - ThiolGold,PEGylated,Covalent - In_Shell,Drugs,1,Anthracycline,NA,NA,Yes,4.06,Yes,1,Xenograft heterotopic,Immunocompromised,Brain,,4,Multiple,95.85082,High,90.9,66.7,64.5,Medium,Liver,Kidney,Lung,Photothermal therapy,Chemotherapy,None,Multiple,Therapy,None,None,None,None,0,2,2,Regular
25167961,Adv Mater,2014,10.1002/adma.201402509,Inorganic,Iron_oxide,Local,Intratumoral,NA,NA,Other,Other,>1,1,Low,0,1,Passive,None,None,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Breast,Luminal A,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,Magnetic Hyperthermia,None,None,Single,Theragnostic,Ultrasound,CT,None,None,2,1,3,High
25178270,J Control Release,2014,10.1016/j.jconrel.2014.07.059,Inorganic,Iron_oxide,Systemic,IV,4,Neutral,Spherical,Peptide,>1,3,Medium,2,1,Active,Covalent,Covalent - In_Shell,PEGylated,Covalent - In_Shell,Other,>1,Taxane,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Immunocompetent,Colon,,1,Single,74.46351931,Low,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,MRI,None,None,None,1,1,2,Regular
25184691,ACS Nano,2014,10.1021/nn503349g,Inorganic,Gold,Systemic,IV,3,NA,Spherical,Nucleic acid-Drugs,>1,2,Low,1,1,Active,Covalent,Covalent - ThiolGold,Non PEGylated,None,None,None,Anthracycline,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Lung,,2,Multiple,91.12747,High,2252.9,944.7,509.4,Very High,Spleen,Liver,Lung,Gene therapy,Chemotherapy,None,Multiple,Therapy,Luminescence,None,None,None,1,2,3,High
25247850,ACS Nano,2014,10.1021/nn503735w,Inorganic,Iron_oxide,Systemic,IV,2,Neutral,Spherical,Polymer-Drugs,>1,6,High,6,0,Active,Covalent,Covalent - Maleimide,PEGylated,Covalent - NHS,None,None,Alkylating agent,10,2,NA,NA,NA,NA,Xenograft orthotopic,Immunocompromised,Brain,,1,Single,NA,NA,NA,NA,NA,NA,Liver,Spleen,Kidney,Chemotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
25266128,Nanoscale,2014,10.1039/c4nr04569f,Inorganic,Gold,Systemic,IV,1,Positive,Spherical,Polymer,1,1,Low,1,0,Passive,None,None,PEGylated,Covalent - ThiolGold,None,None,,NA,NA,NA,3,Yes,NA,Xenograft heterotopic,Immunocompromised,Prostate,,1,Single,NA,NA,483.3,354,256.7,High,Liver,Kidney,Lung,None,None,None,None,Diagnostic,PET,None,None,None,1,0,1,Regular
25277774,Biomaterials,2014,10.1016/j.biomaterials.2014.09.003,Inorganic,Silica,Systemic,IV,3,Positive,Spherical,Polymer-peptide,>1,5,High,4,1,Active,Covalent,Covalent - Maleimide,PEGylated,Covalent - NHS,Nucleic acids,1,,100,4,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Lung,,5,Multiple,94.11764706,High,NA,NA,NA,NA,NA,NA,NA,Gene Therapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
25286086,ACS Nano,2014,10.1021/nn503779d,Inorganic,Gold,Systemic,IV,2,Neutral,Other,Polymer,>1,2,Low,0,2,Passive,None,None,Non PEGylated,None,None,None,,NA,NA,NA,8.34,Yes,NA,Allograft heterotopic,Immunocompetent,Breast,Metastatic,1,Single,99.2378,Very High,296.4,138.4,67.1,High,Spleen,Liver,Kidney,Photothermal therapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
25327162,Nanoscale,2014,10.1039/c4nr03003f,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Polymer-nucleic acid,>1,4,Medium,2,2,Passive,None,None,PEGylated,Others,None,None,,5,1,Yes,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Other,,7,Multiple,53.23387873,Low,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Theragnostic,MRI,Fluorescence,None,None,2,0,2,Regular
25353068,ACS Appl Mater Interfaces,2014,10.1021/am506849p,Inorganic,Silica,Systemic,IV,3,Negative,Spherical,Polymer-proteins,>1,5,High,3,2,Active,Covalent,Covalent - Maleimide,PEGylated,Covalent - NHS,Drugs,1,Kinase inhibitor,5,1,NA,4.7,Yes,NA,Xenograft heterotopic,Immunocompromised,Brain,,NA,NA,NA,NA,12.3,7.9,7.7,Low,Liver,Kidney,Lung,Chemotherapy,None,None,Single,Theragnostic,PET,None,None,None,1,1,2,Regular
25362857,Nanoscale,2014,10.1039/c4nr05305b,Inorganic,Silica,Local,Intratumoral,2,NA,Spherical,Polymer-Drugs,>1,6,High,5,1,Passive,None,None,PEGylated,Covalent - In_Shell,Drugs,>1,Anthracycline,25,3,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Other,,1,Single,92.61603376,High,NA,NA,NA,NA,NA,NA,NA,Photodynamic therapy,Chemotherapy,None,Multiple,Theragnostic,Luminescence,None,None,None,1,2,3,High
25450403,J Control Release,2014,10.1016/j.jconrel.2014.10.021,Inorganic,Gold,Local,Intratumoral,4,Negative,Spherical,Nucleic acid,>1,3,Medium,2,1,Active,Electrostatic,Electrostatic,Non PEGylated,None,None,None,,0.5,1,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Cervix,,1,Single,37.74834,Low,NA,NA,NA,NA,NA,NA,NA,Other,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
25184523,Nanoscale,2014,10.1039/c4nr03613a,Inorganic,Silver,Systemic,Other,NA,NA,Spherical,Peptide-Drugs,>1,4,Medium,2,2,Active,Covalent,Covalent - EDC,Non PEGylated,None,None,None,Anthracycline,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Immunocompromised,Breast,Mouse,4,Multiple,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,Fluorescence,None,None,None,1,1,2,Low
25038495,Nanomedicine,2015,10.1016/j.nano.2014.07.004,Inorganic,Silica,Systemic,IV,3,Neutral,Spherical,Polymer,1,6,High,6,0,Passive,None,None,PEGylated,Covalent - EDC,Drugs,1,Alkylating agent,2.3,1,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Lung,,1,Single,70.49180328,Low,NA,NA,NA,NA,NA,NA,NA,Chemotherapy ,Other,None,Multiple,Therapy,None,None,None,None,0,2,2,Regular
25196485,Small,2015,10.1002/smll.201400765,Inorganic,Silica,Systemic,Other,3,NA,Spherical,None,None,0,None,0,0,Passive,None,None,Non PEGylated,None,Drugs,1,Anthracycline,0.25,1,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Pancreas,,8,Multiple,65.73311367,Low,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
25262581,Nanomedicine,2015,10.1016/j.nano.2014.09.009,Inorganic,Iron_oxide,Systemic,IV,2,Positive,Spherical,Drugs,>1,8,Very High,7,1,Active,Covalent,Covalent - Maleimide,PEGylated,Covalent - In_Shell,None,None,Antibody + Anthracycline,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Breast,HER2-enriched,3,Multiple,76.59039507,Medium,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,MRI,Fluorescence,None,None,2,1,3,High
25354691,Small,2015,10.1002/smll.201402179,Inorganic,Gold,Local,Intratumoral,2,NA,Spherical,Polymer-peptide,>1,3,Medium,3,0,Active,Covalent,Covalent - ThiolGold,PEGylated,Covalent - ThiolGold,None,None,,NA,NA,NA,NA,NA,NA,NA,NA,Skin,,2,Multiple,91.51428,High,NA,NA,NA,NA,NA,NA,NA,Immunotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
25453956,Biomaterials,2015,10.1016/j.biomaterials.2014.10.033,Inorganic,Silica,Systemic,IV,2,Negative,Spherical,Vitamins,1,2,Low,2,0,Active,Covalent,Covalent - EDC,Non PEGylated,None,Drugs,>1,Anthracycline,10,2,NA,NA,NA,NA,Allograft heterotopic,Immunocompetent,Liver,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,Other,None,None,None,1,1,2,Regular
